contest_name,audit_reason,random_audit_status,ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,one_vote_under_count,two_vote_under_count,disagreement_count,other_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Kiowa County Treasurer,opportunistic_benefits,ended,835,"""Diana Pearcey Flory""",159,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,33,33
Kiowa Fire Protection District Ballot Issue 6B,opportunistic_benefits,in_progress,14834,"""Yes/for""",193,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,479,479
Kiowa Mayor,opportunistic_benefits,not_auditable,14834,"""Gabriele Cheatham""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kiowa Trustee,opportunistic_benefits,not_auditable,14834,"""Jonathon Shafer"",""Trevor Smith"",""Rickard D. Kolm"",""Dean Mcallister"",""Cindy Tapp""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kit Carson County Assessor,opportunistic_benefits,not_auditable,3188,"""Abbey Mullis""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kit Carson County Clerk and Recorder,opportunistic_benefits,not_auditable,3188,"""Susan Corliss""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kit Carson County Commissioner - District 2,opportunistic_benefits,not_auditable,3188,"""Cory Wall""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kit Carson County Coroner,opportunistic_benefits,not_auditable,3188,"""Randy B. Gorton""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kit Carson County Court Judge - Grinnan,county_wide_contest,risk_limit_achieved,3188,"""Yes""",1769,0.05000000,13,0,0,0,0,0,0,1.03905000,0.00,12,12
Kit Carson County Sheriff,opportunistic_benefits,not_auditable,3188,"""Tom Ridnour""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kit Carson County Treasurer,opportunistic_benefits,not_auditable,3188,"""Pamela J. Mills""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kit Carson School District R-1 Ballot Issue,opportunistic_benefits,in_progress,1027,"""Yes/for""",133,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,49,49
Knollwood Metropolitan District Ballot Issue 6C - Bond Question,opportunistic_benefits,in_progress,353493,"""Yes/for""",59,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,37300,37300
Lake County Assessor,opportunistic_benefits,ended,2959,"""Miguel Martinez""",1136,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
Lake County Clerk and Recorder,county_wide_contest,risk_limit_achieved,2959,"""Patricia A. Berger""",218,0.05000000,105,0,1,0,0,0,0,1.03905000,0.00,104,104
Lake County Commissioner - District 1,opportunistic_benefits,ended,2959,"""Kayla Marcella""",1118,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
Lake County Coroner,opportunistic_benefits,ended,2959,"""Shannon L. Kent""",1440,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,13,13
Lake County Sheriff,opportunistic_benefits,ended,2959,"""Amy Lynn Reyes""",603,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
Lake County Treasurer,opportunistic_benefits,not_auditable,2959,"""Padraic D. Smith""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Lake Dillon Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,19767,"""Yes/for""",4978,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,25,25
Lamar School District RE-2 Ballot Issue 4A,opportunistic_benefits,in_progress,4272,"""Yes/for""",443,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,61,61
La Plata County Assessor,opportunistic_benefits,not_auditable,28907,"""Carrie Woodson""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
La Plata County Clerk and Recorder,opportunistic_benefits,not_auditable,28907,"""Tiffany Lee Parker""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
La Plata County Commissioners,opportunistic_benefits,in_progress,28907,"""Clyde L. Church""",23,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,7825,7825
La Plata County Coroner,opportunistic_benefits,not_auditable,28907,"""Jann Smith""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
La Plata County Sheriff,opportunistic_benefits,in_progress,28907,"""Sean Smith""",5660,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,32,32
La Plata County Surveyor,opportunistic_benefits,not_auditable,28907,"""Steven Mccormack""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
La Plata County Treasurer,opportunistic_benefits,in_progress,28907,"""Allison Aichele""",243,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,741,741
Larimer County Assessor,county_wide_contest,risk_limit_achieved,184021,"""Bob Overbeck""",3475,0.05000000,331,0,0,0,0,0,0,1.03905000,0.00,330,330
Larimer County Ballot Issue 1A,opportunistic_benefits,in_progress,184021,"""Yes/for""",39590,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,29,29
Larimer County Clerk and Recorder,opportunistic_benefits,in_progress,184021,"""Angela Myers""",30079,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,39,39
Larimer County Commissioner - District 1,opportunistic_benefits,in_progress,184021,"""John Kefalas""",15963,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,72,72
Larimer County Coroner,opportunistic_benefits,not_auditable,184021,"""James A. Wilkerson Iv""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Larimer County Sheriff,opportunistic_benefits,not_auditable,184021,"""Justin Smith""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Larimer County Surveyor,opportunistic_benefits,not_auditable,184021,"""Chad R. Washburn""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Larimer County Treasurer,opportunistic_benefits,in_progress,184021,"""Irene Josey""",10839,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,106,106
Larkspur Fire Protection District Ballot Issue 6B,opportunistic_benefits,in_progress,358525,"""Yes/for""",1846,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1210,1210
Las Animas County Assessor,opportunistic_benefits,not_auditable,6434,"""Jodi M. Amato""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Las Animas County Clerk and Recorder,county_wide_contest,risk_limit_achieved,6434,"""Patricia \""peach\"" Vigil""",352,0.05000000,114,0,0,0,0,0,0,1.03905000,0.00,114,114
Las Animas County Commissioner - District 1,opportunistic_benefits,ended,6434,"""Felix M. Lopez""",43,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,932,932
Las Animas County Commissioner - District 3,opportunistic_benefits,ended,6434,"""Tony C. Hass""",126,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,318,318
Las Animas County Coroner,opportunistic_benefits,not_auditable,6434,"""Dominic A. Verquer""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Las Animas County Sheriff,opportunistic_benefits,ended,6434,"""Derek J. Navarette""",4900,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,9,9
Las Animas County Surveyor,opportunistic_benefits,not_auditable,6434,"""Gary Terry""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Las Animas County Treasurer,opportunistic_benefits,not_auditable,6434,"""Donna J. Leonetti""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
LA VETA FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,opportunistic_benefits,in_progress,3901,"""Yes/for""",397,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,62,62
LA VETA RE-2 BALLOT ISSUE 4A,opportunistic_benefits,in_progress,3901,"""Yes/for""",177,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,138,138
LCPID No. 63 Autumn Creek Ballot Issue 6D,opportunistic_benefits,in_progress,184021,"""Yes/for""",1,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1145611,1145611
LCPID No. 64 Soaring Peaks Ranches Ballot Issue 6E,opportunistic_benefits,in_progress,184021,"""Yes/for""",35,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,32732,32732
LCPID No. 65 Riviera Estates Ballot Issue 6F,opportunistic_benefits,in_progress,184021,"""Yes/for""",3,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,381871,381871
LCPID No. 66 Carter Lake Heights Ballot Issue 6G,opportunistic_benefits,in_progress,184021,"""Yes/for""",54,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,21216,21216
Lefthand Fire Protection District Ballot Issue 6B - Gallagher Revenue Stabilization,opportunistic_benefits,in_progress,353493,"""Yes/for""",695,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,3167,3167
Lewis-Arriola Fire Protection District Ballot Issue 6A,opportunistic_benefits,ended,11918,"""Yes/for""",223,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,333,333
Lewis-Palmer School District No. 38 - 4A,opportunistic_benefits,in_progress,556085,"""No/against""",5934,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,584,584
Lewis-Palmer School District No. 38 - 4B,opportunistic_benefits,in_progress,556085,"""No/against""",6610,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,524,524
Lincoln County Assessor,opportunistic_benefits,not_auditable,2190,"""Jeremiah Higgins""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Lincoln County Clerk and Recorder,opportunistic_benefits,not_auditable,2190,"""Corinne M. Lengel""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Lincoln County Commissioner - District 1,opportunistic_benefits,not_auditable,2190,"""Ed E. Schifferns""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Lincoln County Coroner,opportunistic_benefits,not_auditable,2190,"""Andrew S. Lorensen""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Lincoln County Court Judge - Fisher,county_wide_contest,risk_limit_achieved,2190,"""Yes""",1281,0.05000000,12,0,0,0,0,0,0,1.03905000,0.00,11,11
Lincoln County Sheriff,opportunistic_benefits,not_auditable,2190,"""Tom Nestor""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Lincoln County Treasurer,opportunistic_benefits,not_auditable,2190,"""James (jim) Covington""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Littleton 6 School District Ballot Issue 4A,opportunistic_benefits,in_progress,532104,"""Yes/for""",7331,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,452,452
Lochbuie Mayor,opportunistic_benefits,in_progress,596365,"""Jacob R. Lofgren""",443,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,8381,8381
Lochbuie Trustee,opportunistic_benefits,in_progress,596365,"""Grant Doherty"",""David E. Ott"",""Jamie Jeffery""",254,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,14617,14617
Logan County Assessor,opportunistic_benefits,not_auditable,17546,"""Peggy Michaels""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Logan County Clerk and Recorder,opportunistic_benefits,not_auditable,17546,"""Pamela M. Bacon""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Logan County Commissioner District 3,county_wide_contest,risk_limit_achieved,17546,"""Jane Bauder""",3591,0.05000000,32,0,0,0,0,0,0,1.03905000,0.00,31,31
Logan County Coroner,opportunistic_benefits,not_auditable,17546,"""David W. Tennant""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Logan County Referred Ballot Issue 1E Extension Of The Justice Center Sales And Use Tax,opportunistic_benefits,in_progress,17546,"""Yes/for""",1209,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,91,91
Logan County Sheriff,opportunistic_benefits,not_auditable,17546,"""Brett Lane Powell""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Logan County Treasurer,opportunistic_benefits,not_auditable,17546,"""Patricia Bartlett""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Louviers Water and Sanitation District Ballot Issue 6A,opportunistic_benefits,in_progress,358525,"""Yes/for""",120,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,18600,18600
Manitou Springs School District No. 14 - 4F,opportunistic_benefits,in_progress,556085,"""Yes/for""",2008,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1725,1725
Manzanola School District 3J Ballot Issue 5A,opportunistic_benefits,in_progress,9014,"""No/against""",70,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,802,802
MAPLETON 1 SCHOOL DISTRICT BALLOT ISSUE 4B,opportunistic_benefits,ended,345797,"""Yes/for""",4016,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,537,537
Mayor,opportunistic_benefits,in_progress,551131,"""Russell Stewart""",258,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,13299,13299
MEEKER RE-1 SCHOOL DISTRICT MEASURE 4A,opportunistic_benefits,in_progress,3143,"""Yes/for""",536,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,37,37
Mesa County Assessor,opportunistic_benefits,not_auditable,68803,"""Ken Brownlee""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Mesa County Clerk and Recorder,opportunistic_benefits,not_auditable,68803,"""Tina Peters""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Mesa County Commissioner - District 2,opportunistic_benefits,not_auditable,68803,"""Scott Mcinnis""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Mesa County Coroner,opportunistic_benefits,not_auditable,68803,"""Victor Yahn""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Mesa County Sheriff,opportunistic_benefits,not_auditable,68803,"""Matt Lewis""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Mesa County State Grant Tabor Exemptions - Ballot Issue1A,county_wide_contest,risk_limit_achieved,68803,"""Yes/for""",9305,0.05000000,48,0,0,0,1,0,0,1.03905000,0.00,36,36
Mesa County Surveyor,opportunistic_benefits,not_auditable,68803,"""Scott Thompson""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Mesa County Treasurer,opportunistic_benefits,not_auditable,68803,"""Sheila Reiner""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Moffat County Assessor,opportunistic_benefits,not_auditable,10685,"""Chuck Cobb""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Moffat County Clerk and Recorder,opportunistic_benefits,not_auditable,10685,"""Tammy Raschke""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Moffat County Commissioner District #3,opportunistic_benefits,not_auditable,10685,"""Donald Broom""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Moffat County Coroner,opportunistic_benefits,in_progress,10685,"""Jesse Arthurs""",3162,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,22,22
Moffat County Referred Measure 1A,county_wide_contest,risk_limit_achieved,10685,"""No/against""",651,0.05000000,104,0,0,0,0,0,0,1.03905000,0.00,103,103
Moffat County School District RE: 1 Referred Measure 4A,opportunistic_benefits,in_progress,10685,"""Yes/for""",104,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,640,640
Moffat County Sheriff,opportunistic_benefits,not_auditable,10685,"""Kc Hume""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Moffat County Surveyor,opportunistic_benefits,not_auditable,10685,"""Peter Epp""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Moffat County Treasurer,opportunistic_benefits,not_auditable,10685,"""Linda Peters""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montezuma County Assessor,opportunistic_benefits,not_auditable,11918,"""Leslie Kennedy-bugg""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montezuma County Clerk and Recorder,opportunistic_benefits,not_auditable,11918,"""Kim Percell""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montezuma County Commissioner - District 1,county_wide_contest,risk_limit_achieved,11918,"""Jim Candelaria""",376,0.05000000,199,0,0,0,0,0,0,1.03905000,0.00,198,198
Montezuma County Coroner,opportunistic_benefits,not_auditable,11918,"""George W. Deavers""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montezuma County Court Judge - Lawrence,opportunistic_benefits,ended,11918,"""Yes/for""",5859,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,13,13
Montezuma County Sheriff,opportunistic_benefits,not_auditable,11918,"""Steven Nowlin""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montezuma County Surveyor,opportunistic_benefits,not_auditable,11918,"""Ernest E. Maness""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montezuma County Treasurer,opportunistic_benefits,not_auditable,11918,"""Ellen Black""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montrose County Assessor,opportunistic_benefits,not_auditable,19314,"""Brad Hughes""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montrose County Clerk and Recorder,opportunistic_benefits,not_auditable,19314,"""Tressa Guynes""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montrose County Commissioner - District 2,opportunistic_benefits,not_auditable,19314,"""Sue Hansen""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montrose County Coroner,opportunistic_benefits,not_auditable,19314,"""Thomas (doc) Canfield""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montrose County Sheriff,opportunistic_benefits,not_auditable,19314,"""Gene R. Lillard""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montrose County Treasurer,opportunistic_benefits,not_auditable,19314,"""Rosemary Murphy""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Montrose Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,22568,"""Yes/for""",1686,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,84,84
Morgan County Assessor,opportunistic_benefits,not_auditable,10910,"""Tim Amen""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Morgan County Clerk and Recorder,opportunistic_benefits,not_auditable,10910,"""Susan L. Bailey""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Morgan County Commissioner District 2,opportunistic_benefits,not_auditable,10910,"""Jon Becker""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Morgan County Coroner,opportunistic_benefits,not_auditable,10910,"""Don Heer""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Morgan County Sheriff,opportunistic_benefits,not_auditable,10910,"""Dave Martin""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Morgan County Surveyor,opportunistic_benefits,not_auditable,10910,"""Nicole F. Hay""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Morgan County Treasurer,opportunistic_benefits,not_auditable,10910,"""Robert \""bob\"" Sagel""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Mountain View Fire Rescue District Ballot Issue 7J,opportunistic_benefits,in_progress,604061,"""Yes/for""",6113,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,616,616
North Fork Ambulance Health Service District Ballot Issue 7F,opportunistic_benefits,in_progress,55129,"""Yes/for""",2345,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,147,147
North Fork Ambulance Health Service District Ballot Question 7E,opportunistic_benefits,in_progress,55129,"""Yes/for""",3437,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,100,100
North Fork Ambulance Health Service District Directors (Four-Year Terms),opportunistic_benefits,not_auditable,55129,"""Daniel E. Miller"",""Marcus A. Roeder"",""Gregg A. Angelovich""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
North Fork Ambulance Health Service District Directors (Two-Year Terms),opportunistic_benefits,not_auditable,55129,"""Bonnie Eisenberg"",""Larry L. Hughes""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
North Fork Fire Protection District Ballot Issue 7D,opportunistic_benefits,in_progress,969413,"""Yes/for""",310,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,19468,19468
North Fork Pool Park and Recreation District Ballot Issue 6C,opportunistic_benefits,in_progress,26044,"""Yes/for""",401,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,405,405
NORTHWEST FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,opportunistic_benefits,in_progress,12435,"""Yes/for""",412,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,188,188
Oak Creek Fire Protection District Referendum 6F,opportunistic_benefits,in_progress,26748,"""Yes/for""",323,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,516,516
Otero County Assessor,opportunistic_benefits,not_auditable,7588,"""Ken Hood""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Otero County Ballot Question 1A - Broadband Service Authorization,opportunistic_benefits,ended,7588,"""Yes/for""",1958,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,25,25
Otero County Clerk,county_wide_contest,risk_limit_achieved,7588,"""Lynda \""lyn\"" Scott""",872,0.05000000,232,3,1,0,1,0,0,1.03905000,0.00,232,232
Otero County Commissioner District 2,opportunistic_benefits,ended,7588,"""John Hostetler""",1075,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,44,44
Otero County Coroner,opportunistic_benefits,not_auditable,7588,"""Robert Fowler""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Otero County Sheriff,opportunistic_benefits,not_auditable,7588,"""Shawn Mobley""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Otero County Treasurer,opportunistic_benefits,not_auditable,7588,"""Dennis Smith""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Ouray County Assessor,opportunistic_benefits,not_auditable,3254,"""Susie Mayfield""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Ouray County Clerk and Recorder,opportunistic_benefits,not_auditable,3254,"""Michelle Nauer""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Ouray County Commissioner - District 2,opportunistic_benefits,not_auditable,3254,"""Benjamin Tisdel""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Ouray County Coroner,opportunistic_benefits,not_auditable,3254,"""Colleen K. Hollenbeck""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Ouray County Sheriff,opportunistic_benefits,in_progress,3254,"""Lance P. Fitzgerald""",11,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1842,1842
Ouray County Surveyor,opportunistic_benefits,not_auditable,3254,"""Bob Larson""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Ouray County Treasurer,county_wide_contest,risk_limit_achieved,3254,"""Jill Mihelich""",899,0.05000000,24,0,0,0,0,0,0,1.03905000,0.00,23,23
Ovid Fire Protection District Ballot Issue 5A,opportunistic_benefits,in_progress,2500,"""Yes/for""",129,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,121,121
Park County Assessor,opportunistic_benefits,not_auditable,12435,"""Monica Jones""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
PARK COUNTY BALLOT QUESTION 1A,opportunistic_benefits,in_progress,12435,"""Yes/for""",2884,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,27,27
PARK COUNTY BALLOT QUESTION 1B,opportunistic_benefits,in_progress,12435,"""Yes/for""",2521,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
PARK COUNTY BALLOT QUESTION 1C,opportunistic_benefits,in_progress,12435,"""No/against""",1845,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,42,42
Park County Clerk and Recorder,opportunistic_benefits,not_auditable,12435,"""Debra A Green""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Park County Commissioner - District 3,county_wide_contest,risk_limit_achieved,12435,"""Ray Douglas""",2541,0.05000000,32,0,0,0,0,0,0,1.03905000,0.00,31,31
Park County Coroner,opportunistic_benefits,not_auditable,12435,"""David E Kintz Jr""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Park County Court Judge - Green,opportunistic_benefits,in_progress,12435,"""Yes""",3741,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,21,21
Park County Sheriff,opportunistic_benefits,not_auditable,12435,"""Tom Mcgraw""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Park County Surveyor,opportunistic_benefits,not_auditable,12435,"""Jack L Kirby""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Park County Treasurer,opportunistic_benefits,in_progress,12435,"""Michelle A Miller""",3318,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,24,24
Phillips County Assessor,opportunistic_benefits,not_auditable,2104,"""Douglas D. Kamery""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Phillips County Clerk and Recorder,opportunistic_benefits,not_auditable,2104,"""Madene \""beth\"" Zilla""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Phillips County Commissioner - District 1,opportunistic_benefits,not_auditable,2104,"""Terry L. Hofmeister""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Phillips County Coroner,opportunistic_benefits,not_auditable,2104,"""Dennis J. Jelden""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Phillips County Sheriff,opportunistic_benefits,not_auditable,2104,"""Thomas C. Elliott""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Phillips County Treasurer,opportunistic_benefits,not_auditable,2104,"""Sharon L. Michael""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Pitkin County Assessor,opportunistic_benefits,in_progress,19027,"""Deborah J. Bamesberger""",2138,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,56,56
Pitkin County Ballot Issue 1A,opportunistic_benefits,in_progress,19027,"""Yes/for""",3623,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,33,33
Pitkin County Clerk and Recorder,opportunistic_benefits,not_auditable,19027,"""Janice K. Vos Caudill""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Pitkin County Commissioner - District 1,county_wide_contest,risk_limit_achieved,19027,"""Patti Kay-clapper""",2146,0.05000000,56,0,0,0,0,0,0,1.03905000,0.00,56,56
Pitkin County Commissioner - District 2,opportunistic_benefits,not_auditable,19027,"""Kelly Mcnicholas Kury""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Pitkin County Court Judge - Fernandez-Ely,opportunistic_benefits,in_progress,19027,"""Yes""",6478,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,19,19
Pitkin County Sheriff,opportunistic_benefits,in_progress,19027,"""Joe Disalvo""",5399,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,22,22
PLATTE CANYON FIRE PROTECTION DISTRICT BALLOT ISSUE 6B,opportunistic_benefits,in_progress,12435,"""Yes/for""",2514,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
PLEASANT VIEW METROPOLITAN DISTRICT BALLOT ISSUE 6B,opportunistic_benefits,ended,610888,"""No""",145,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,26228,26228
