,,,,,,,"United States Senator - DEM (Vote For=1)","United States Senator - DEM (Vote For=1)","Representative to the 120th United States Congress - District 3 - DEM (Vote For=1)","Representative to the 120th United States Congress - District 3 - DEM (Vote For=1)","Governor - DEM (Vote For=1)","Governor - DEM (Vote For=1)","Secretary of State - DEM (Vote For=1)","Secretary of State - DEM (Vote For=1)","State Treasurer - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","State Board of Education Member - Congressional District 3 - DEM (Vote For=1)","State Representative - District 59 - DEM (Vote For=1)","La Plata County Commissioner District 1 - DEM (Vote For=1)","La Plata County Treasurer - DEM (Vote For=1)","La Plata County Assessor - DEM (Vote For=1)","La Plata County Sheriff - DEM (Vote For=1)","La Plata County Coroner - DEM (Vote For=1)","Secretary of State (Vote For=1)","Secretary of State (Vote For=1)","United States Senator - REP (Vote For=1)","Representative to the 120th United States Congress - District 3 - REP (Vote For=1)","Representative to the 120th United States Congress - District 3 - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Secretary of State - REP (Vote For=1)","State Treasurer - REP (Vote For=1)","Attorney General - REP (Vote For=1)","Attorney General - REP (Vote For=1)","State Board of Education Member - Congressional District 3 - REP (Vote For=1)","State Representative - District 59 - REP (Vote For=1)","La Plata County Surveyor - REP (Vote For=1)","La Plata County Coroner - REP (Vote For=1)","Governor - UNI (Vote For=1)","Governor - UNI (Vote For=1)","City of Durango Ballot Issue 2A (Vote For=1)","City of Durango Ballot Issue 2A (Vote For=1)"
,,,,,,,"Julie Gonzales","John Hickenlooper","Alex Kelloff","Dwayne L. Romero","Phil Weiser","Michael Bennet","Amanda Gonzalez","Jessie Danielson","Jeff Bridges","Jena Griswold","David Seligman","Michael Dougherty","Hetal Doshi","Barb Clementi","Katie Stewart","Elizabeth Philbrick","Miles Walsh","Carrie Woodson","Sean Smith","Trever Nyx","Sean Vadney","Alex Astley","Mark Baisley","Ron Hanks","Jeff Hurd","Scott Bottoms","Victor Marx","Barb Kirkmeyer","Write-in","Kelvin ""K-Man"" Wimberly","James Wiley","Kevin Grantham","Michael J. Allen","David Willson","Sherri M Wright","Naomi Riess","Daryl Z Crites","Cathy Lynn Seibel","Paul Noël Fiorino","Jeff Peckman","FOR THE ORDINANCE","AGAINST THE ORDINANCE"
"CvrNumber","TabulatorNum","BatchId","RecordId","ImprintedId","PrecinctPortion","BallotType","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","LBR","LBR","REP","REP","REP","REP","REP","REP",,,"REP","REP","REP","REP","REP","REP","REP","REP","UNI","UNI",,
10554,103,116,19,"103-116-19","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10555,103,116,1,"103-116-1","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10556,103,116,43,"103-116-43","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10557,103,116,42,"103-116-42","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10558,103,116,32,"103-116-32","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,,,
10559,103,116,20,"103-116-20","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,
10560,103,116,8,"103-116-8","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10561,103,116,37,"103-116-37","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10562,103,116,21,"103-116-21","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10563,103,116,2,"103-116-2","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10564,103,116,38,"103-116-38","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10565,103,116,22,"103-116-22","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10566,103,116,17,"103-116-17","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,
10567,103,116,44,"103-116-44","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10568,103,116,23,"103-116-23","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10569,103,116,13,"103-116-13","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10570,103,116,39,"103-116-39","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,,,,
10571,103,116,24,"103-116-24","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10572,103,116,7,"103-116-7","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
10573,103,116,45,"103-116-45","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10574,103,116,25,"103-116-25","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10575,103,116,6,"103-116-6","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10576,103,116,46,"103-116-46","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10577,103,116,26,"103-116-26","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,,,,
10578,103,116,11,"103-116-11","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10579,103,116,48,"103-116-48","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10580,103,116,27,"103-116-27","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10581,103,116,10,"103-116-10","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10582,103,116,47,"103-116-47","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,,,,
10583,103,116,28,"103-116-28","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10584,103,116,15,"103-116-15","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10585,103,116,30,"103-116-30","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,,,,
10586,103,116,12,"103-116-12","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10587,103,116,49,"103-116-49","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10588,103,116,31,"103-116-31","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
10589,103,116,18,"103-116-18","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10590,103,116,50,"103-116-50","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10591,103,116,33,"103-116-33","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10592,103,116,4,"103-116-4","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10593,103,116,34,"103-116-34","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
10594,103,116,3,"103-116-3","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10595,103,116,35,"103-116-35","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
10596,103,116,16,"103-116-16","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10597,103,116,36,"103-116-36","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,,,,
10598,103,116,9,"103-116-9","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10599,103,116,14,"103-116-14","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10600,103,116,5,"103-116-5","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,,,,
10601,103,117,49,"103-117-49","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10602,103,117,48,"103-117-48","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10603,103,117,34,"103-117-34","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,,,,
10604,103,117,19,"103-117-19","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10605,103,117,1,"103-117-1","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10606,103,117,45,"103-117-45","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
10607,103,117,44,"103-117-44","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,,,,
10608,103,117,35,"103-117-35","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10609,103,117,20,"103-117-20","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,,,,
10610,103,117,8,"103-117-8","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10611,103,117,38,"103-117-38","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10612,103,117,21,"103-117-21","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,,,,
10613,103,117,6,"103-117-6","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10614,103,117,37,"103-117-37","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10615,103,117,22,"103-117-22","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,,,,
10616,103,117,4,"103-117-4","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
10617,103,117,40,"103-117-40","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10618,103,117,23,"103-117-23","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,,,,
10619,103,117,17,"103-117-17","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10620,103,117,41,"103-117-41","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,,,,
10621,103,117,24,"103-117-24","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10622,103,117,12,"103-117-12","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10623,103,117,46,"103-117-46","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,,,,
10624,103,117,25,"103-117-25","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10625,103,117,2,"103-117-2","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10626,103,117,39,"103-117-39","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10627,103,117,26,"103-117-26","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
10628,103,117,7,"103-117-7","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10629,103,117,42,"103-117-42","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10630,103,117,27,"103-117-27","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10631,103,117,16,"103-117-16","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10632,103,117,50,"103-117-50","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10633,103,117,28,"103-117-28","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10634,103,117,10,"103-117-10","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,
10635,103,117,43,"103-117-43","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
10636,103,117,29,"103-117-29","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10637,103,117,3,"103-117-3","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,
10638,103,117,30,"103-117-30","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10639,103,117,11,"103-117-11","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
10640,103,117,31,"103-117-31","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10641,103,117,13,"103-117-13","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10642,103,117,32,"103-117-32","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10643,103,117,18,"103-117-18","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,
10644,103,117,47,"103-117-47","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10645,103,117,33,"103-117-33","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10646,103,117,15,"103-117-15","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10647,103,117,36,"103-117-36","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
10648,103,117,5,"103-117-5","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10649,103,117,14,"103-117-14","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10650,103,117,9,"103-117-9","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,,,,
10651,103,118,38,"103-118-38","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10652,103,118,37,"103-118-37","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10653,103,118,27,"103-118-27","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10654,103,118,19,"103-118-19","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10655,103,118,1,"103-118-1","101 (101)","01-DEM",1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10656,103,118,50,"103-118-50","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,
10657,103,118,35,"103-118-35","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10658,103,118,20,"103-118-20","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
10659,103,118,3,"103-118-3","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10660,103,118,36,"103-118-36","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10661,103,118,21,"103-118-21","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10662,103,118,14,"103-118-14","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10663,103,118,42,"103-118-42","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10664,103,118,22,"103-118-22","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10665,103,118,7,"103-118-7","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10666,103,118,44,"103-118-44","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10667,103,118,23,"103-118-23","101 (101)","01-DEM",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10668,103,118,2,"103-118-2","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
10669,103,118,43,"103-118-43","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10670,103,118,24,"103-118-24","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
10671,103,118,8,"103-118-8","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10672,103,118,39,"103-118-39","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
10673,103,118,25,"103-118-25","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10674,103,118,16,"103-118-16","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
10675,103,118,40,"103-118-40","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,
10676,103,118,26,"103-118-26","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10677,103,118,9,"103-118-9","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,,,,
10678,103,118,45,"103-118-45","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10679,103,118,28,"103-118-28","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10680,103,118,10,"103-118-10","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10681,103,118,29,"103-118-29","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,
10682,103,118,4,"103-118-4","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10683,103,118,46,"103-118-46","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,
10684,103,118,30,"103-118-30","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,,,,
10685,103,118,17,"103-118-17","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,,,,
10686,103,118,47,"103-118-47","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,,,,
10687,103,118,31,"103-118-31","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
10688,103,118,5,"103-118-5","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,,,,
10689,103,118,48,"103-118-48","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10690,103,118,32,"103-118-32","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10691,103,118,13,"103-118-13","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10692,103,118,33,"103-118-33","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,,,,
10693,103,118,18,"103-118-18","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
10694,103,118,34,"103-118-34","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10695,103,118,12,"103-118-12","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,
10696,103,118,49,"103-118-49","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,
10697,103,118,15,"103-118-15","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
10698,103,118,6,"103-118-6","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,,,,
10699,103,118,11,"103-118-11","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,,,,
10700,103,118,41,"103-118-41","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,,,,
